背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,team,year
29,西野　勇士,3.35,42,3,6,21,5,.333,180,43.0,39,4,11,1,36,17,16,1.16,3.35,ロッテ,2016
18,藤岡　貴裕,2.55,32,1,1,0,6,.500,179,42.1,35,6,17,1,32,18,12,1.23,4.73,ロッテ,2016
28,松永　昂大,3.46,53,3,0,0,10,1.000,173,39.0,35,0,18,4,27,18,15,1.36,3.35,ロッテ,2016
11,大嶺　祐太,6.49,14,1,3,0,1,.250,175,34.2,47,1,26,2,14,31,25,2.11,5.02,ロッテ,2016
21,内　竜也,1.39,34,3,1,1,19,.750,125,32.1,17,3,12,0,34,5,5,0.90,3.24,ロッテ,2016
14,大谷　智久,3.45,32,1,3,0,13,.250,135,31.1,32,2,10,1,15,14,12,1.34,4.05,ロッテ,2016
49,チェン・グァンユウ,4.01,7,1,1,0,0,.500,104,24.2,25,3,10,0,23,14,11,1.42,4.05,ロッテ,2016
27,古谷　拓哉,8.84,5,0,4,0,0,.000,92,18.1,25,1,11,0,6,19,18,1.96,4.97,ロッテ,2016
60,阿部　和成,4.67,13,0,0,0,0,.000,85,17.1,22,2,11,0,6,10,9,1.90,5.83,ロッテ,2016
47,田中　靖洋,2.76,17,0,1,0,1,.000,68,16.1,16,2,5,2,11,5,5,1.29,4.65,ロッテ,2016
58,高野　圭佑,5.87,14,1,0,0,2,1.000,75,15.1,15,1,15,0,7,10,10,1.96,5.99,ロッテ,2016
20,東條　大樹,10.03,11,0,0,0,1,.000,62,11.2,14,1,14,2,6,13,13,2.40,7.32,ロッテ,2016
42,香月　良仁,8.44,11,0,0,0,1,.000,51,10.2,16,2,4,0,4,11,10,1.88,5.93,ロッテ,2016
34,木村　優太,4.22,6,0,1,0,0,.000,50,10.2,17,2,3,0,8,5,5,1.88,4.62,ロッテ,2016
43,黒沢　翔太,4.50,4,0,0,0,0,.000,28,6.0,9,1,1,0,3,3,3,1.67,4.79,ロッテ,2016
38,イ・デウン,7.20,3,0,0,0,1,.000,25,5.0,6,1,4,1,2,5,4,2.00,7.92,ロッテ,2016
48,宮﨑　敦次,0.00,2,0,0,0,0,.000,6,2.0,0,0,0,0,2,0,0,0.00,1.12,ロッテ,2016
67,金森　敬之,36.00,1,0,0,0,0,.000,9,1.0,5,0,1,0,1,4,4,6.00,4.12,ロッテ,2016
30,伊藤　義弘,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
31,田中　英祐,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
36,川満　寛弥,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
40,吉原　正平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
41,成田　翔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
46,岩下　大輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
51,信樂　晃史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
56,原　嵩,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2016
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ロッテ,2016
18,前田　健太,2.09,29,15,8,0,0,.652,821,206.1,168,5,41,6,175,49,48,1.01,2.41,広島,2015
42,ジョンソン,1.85,28,14,7,0,0,.667,773,194.1,146,5,67,2,150,43,40,1.10,2.98,広島,2015
15,黒田　博樹,2.55,26,11,8,0,0,.579,685,169.2,158,8,29,7,106,53,48,1.10,3.12,広島,2015
11,福井　優也,3.56,21,9,6,0,0,.600,541,131.1,106,10,53,5,99,53,52,1.21,3.93,広島,2015
14,大瀬良　大地,3.13,51,3,8,2,20,.273,475,109.1,111,5,31,1,97,53,38,1.30,2.82,広島,2015
19,野村　祐輔,4.64,15,5,8,0,0,.385,384,87.1,110,11,23,3,51,53,45,1.52,4.48,広島,2015
56,中崎　翔太,2.34,69,0,6,29,11,.000,300,73.0,65,4,23,1,61,20,19,1.21,3.15,広島,2015
53,戸田　隆矢,3.63,34,3,3,0,5,.500,273,62.0,59,4,29,0,44,31,25,1.42,3.94,広島,2015
70,ヒース,2.36,43,3,6,4,10,.333,205,49.2,43,3,19,0,59,14,13,1.25,2.62,広島,2015
30,一岡　竜司,4.14,38,2,4,1,7,.333,176,37.0,42,5,21,1,35,21,17,1.70,4.77,広島,2015
20,永川　勝浩,4.78,26,1,1,0,9,.500,119,26.1,27,2,14,3,27,14,14,1.56,3.99,広島,2015
16,今村　猛,3.46,21,1,1,0,1,.500,115,26.0,24,1,13,0,22,14,10,1.42,3.43,広島,2015
23,薮田　和樹,5.76,6,1,2,0,0,.333,120,25.0,25,3,20,2,18,16,16,1.80,5.88,広島,2015
62,今井　啓介,3.00,11,0,1,0,1,.000,71,18.0,16,2,2,1,11,7,6,1.00,3.84,広島,2015
39,飯田　哲矢,2.65,16,0,0,0,0,.000,72,17.0,12,1,10,0,11,6,5,1.29,4.36,広島,2015
12,九里　亜蓮,4.50,7,0,1,0,1,.000,75,16.0,19,3,7,1,10,10,8,1.63,5.81,広島,2015
58,ザガースキー,2.40,19,0,0,0,6,.000,66,15.0,13,1,7,0,16,5,4,1.33,3.25,広島,2015
29,江草　仁貴,2.25,7,0,0,0,0,.000,35,8.0,7,0,4,1,7,2,2,1.38,3.25,広島,2015
34,中田　廉,0.00,5,1,0,0,0,1.000,20,5.0,4,0,3,0,4,0,0,1.40,2.72,広島,2015
54,武内　久士,9.00,1,0,0,0,0,.000,21,4.0,7,0,2,0,1,4,4,2.25,4.12,広島,2015
22,中村　恭平,10.80,1,0,1,0,0,.000,18,3.1,7,1,1,0,3,5,4,2.40,6.12,広島,2015
48,西原　圭大,0.00,3,0,0,0,0,.000,11,2.1,3,0,0,1,3,0,0,1.29,1.83,広島,2015
24,河内　貴哉,27.00,1,0,0,0,0,.000,3,0.1,2,0,0,0,0,1,1,6.00,3.12,広島,2015
21,篠田　純平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
36,塹江　敦哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
41,藤井　皓哉,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
46,岩見　優輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
47,小野　淳平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
67,中村　祐太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
68,池ノ内　亮介,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
98,佐藤　祥万,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2015
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,広島,2015
19,藤浪　晋太郎,2.40,28,14,7,0,0,.667,840,199.0,162,9,82,11,221,70,53,1.23,2.89,阪神,2015
54,メッセンジャー,2.97,29,9,12,0,0,.429,799,193.2,163,10,60,4,194,68,64,1.15,2.78,阪神,2015
21,岩田　稔,3.22,27,8,10,0,0,.444,722,170.1,168,13,49,5,119,66,61,1.27,3.65,阪神,2015
14,能見　篤史,3.72,27,11,13,0,0,.458,672,159.2,170,13,38,2,125,73,66,1.30,3.35,阪神,2015
67,岩崎　優,3.51,15,3,10,0,0,.231,326,77.0,74,7,19,5,57,39,30,1.21,3.72,阪神,2015
22,呉　昇桓,2.73,63,2,3,41,7,.400,289,69.1,64,6,16,2,66,21,21,1.15,3.12,阪神,2015
28,福原　忍,3.02,61,6,4,1,33,.600,223,53.2,55,4,18,0,40,19,18,1.36,3.60,阪神,2015
16,安藤　優也,3.02,50,5,4,0,15,.556,184,44.2,43,4,11,2,32,17,15,1.21,3.59,阪神,2015
34,高宮　和也,3.03,52,2,0,0,8,1.000,157,35.2,35,2,15,3,27,14,12,1.40,3.85,阪神,2015
26,歳内　宏明,2.62,29,1,1,0,2,.500,144,34.1,15,1,27,1,23,10,10,1.22,4.52,阪神,2015
59,岩本　輝,3.69,13,2,1,0,0,.667,144,31.2,37,1,15,1,20,13,13,1.64,3.78,阪神,2015
56,松田　遼馬,5.74,30,3,2,0,3,.600,143,31.1,36,4,15,1,31,20,20,1.63,4.33,阪神,2015
17,岩貞　祐太,4.35,5,1,1,0,0,.500,95,20.2,24,2,11,2,11,12,10,1.69,5.20,阪神,2015
69,島本　浩也,8.84,18,0,0,0,1,.000,93,18.1,31,6,8,1,12,19,18,2.13,7.54,阪神,2015
41,サンティアゴ,4.32,3,1,0,0,0,1.000,76,16.2,20,2,7,0,7,8,8,1.62,5.10,阪神,2015
27,秋山　拓巳,4.40,3,0,1,0,0,.000,58,14.1,14,0,3,0,9,7,7,1.19,2.49,阪神,2015
66,二神　一人,2.57,12,0,0,0,0,.000,58,14.0,11,1,5,1,17,4,4,1.14,2.91,阪神,2015
15,横山　雄哉,6.75,4,0,2,0,0,.000,66,13.1,15,2,11,1,12,10,10,1.95,5.97,阪神,2015
30,石崎　剛,7.15,8,0,0,0,1,.000,54,11.1,12,1,8,1,11,9,9,1.76,4.71,阪神,2015
47,山本　翔也,4.22,7,1,0,0,0,1.000,46,10.2,11,0,3,0,10,5,5,1.31,2.09,阪神,2015
48,金田　和之,7.45,10,1,0,0,0,1.000,53,9.2,19,1,6,0,8,11,8,2.59,4.67,阪神,2015
29,小嶋　達也,7.00,5,0,0,0,0,.000,42,9.0,9,2,5,0,6,7,7,1.56,6.34,阪神,2015
13,榎田　大樹,10.38,8,0,0,0,0,.000,42,8.2,9,1,4,1,8,11,10,1.50,4.50,阪神,2015
46,鶴　直人,1.17,5,0,0,0,0,.000,31,7.2,8,0,2,0,5,1,1,1.30,2.60,阪神,2015
64,桑原　謙太朗,8.53,6,0,0,0,0,.000,34,6.1,9,1,6,0,5,6,6,2.37,6.44,阪神,2015
20,筒井　和也,5.40,6,0,0,0,0,.000,25,5.0,8,0,3,0,7,3,3,2.20,2.12,阪神,2015
97,玉置　隆,3.38,2,0,0,0,0,.000,12,2.2,3,1,1,0,4,2,1,1.50,6.12,阪神,2015
63,加藤　康介,11.57,6,0,0,0,0,.000,13,2.1,4,0,2,0,2,5,3,2.57,2.69,阪神,2015
12,渡辺　亮,0.00,1,0,0,0,0,.000,7,1.1,1,0,2,0,1,0,0,2.25,6.12,阪神,2015
42,藤原　正典,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
43,守屋　功輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
92,伊藤　和雄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2015
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,阪神,2015
15,井納　翔一,3.27,21,5,8,0,0,.385,598,134.2,164,13,40,3,92,56,49,1.51,3.97,横浜,2015
27,久保　康友,4.12,21,8,7,0,0,.533,523,122.1,130,16,27,5,88,64,56,1.28,4.17,横浜,2015
11,山口　俊,4.49,20,3,6,0,0,.333,508,114.1,127,13,42,3,119,67,57,1.48,3.70,横浜,2015
18,三浦　大輔,4.13,17,6,6,0,0,.500,416,98.0,103,9,25,1,62,47,45,1.31,3.84,横浜,2015
17,三嶋　一輝,4.81,20,5,5,0,0,.500,384,88.0,84,9,34,3,67,52,47,1.34,4.19,横浜,2015
68,砂田　毅樹,3.20,14,3,5,0,0,.375,335,76.0,85,5,28,2,57,34,27,1.49,3.66,横浜,2015
14,石田　健大,2.89,12,2,6,0,0,.250,300,71.2,67,6,26,1,58,23,23,1.30,3.72,横浜,2015
49,モスコーソ,5.19,15,3,6,0,2,.333,267,60.2,62,8,27,1,54,36,35,1.47,4.39,横浜,2015
19,山崎　康晃,1.92,58,2,4,37,7,.333,215,56.1,38,2,11,1,66,13,12,0.87,1.88,横浜,2015
20,須田　幸太,3.86,29,3,2,1,3,.600,241,56.0,59,10,23,0,42,26,24,1.46,5.12,横浜,2015
53,エレラ,2.96,52,5,4,0,22,.556,211,51.2,44,2,15,2,53,17,17,1.14,2.44,横浜,2015
56,長田　秀一郎,2.06,45,4,1,0,10,.800,167,39.1,36,1,19,0,18,13,9,1.40,3.83,横浜,2015
54,小杉　陽太,4.33,27,3,3,0,2,.500,164,35.1,37,3,20,1,27,21,17,1.61,4.48,横浜,2015
22,高崎　健太郎,4.98,7,2,3,0,0,.400,149,34.1,46,1,10,0,19,19,19,1.63,3.27,横浜,2015
65,国吉　佑樹,2.43,28,3,2,1,0,.600,138,33.1,22,1,16,3,28,10,9,1.14,3.54,横浜,2015
46,田中　健二朗,2.20,35,2,2,1,16,.500,140,32.2,29,1,16,0,29,9,8,1.38,3.21,横浜,2015
34,平田　真吾,3.38,28,0,2,0,4,.000,140,32.0,29,2,14,1,27,12,12,1.34,3.65,横浜,2015
35,三上　朋也,0.81,21,1,1,0,9,.500,93,22.1,16,0,9,1,20,3,2,1.12,2.67,横浜,2015
24,林　昌範,7.23,24,1,1,0,4,.500,89,18.2,26,1,6,0,10,15,15,1.71,3.55,横浜,2015
41,大原　慎司,4.02,21,0,1,0,6,.000,65,15.2,16,3,2,1,13,7,7,1.15,4.52,横浜,2015
28,福地　元春,2.87,13,0,0,0,0,.000,74,15.2,16,0,12,0,16,9,5,1.79,3.38,横浜,2015
12,小林　寛,3.77,11,0,0,0,1,.000,64,14.1,13,0,10,0,11,6,6,1.60,3.47,横浜,2015
43,安部　建輝,2.89,5,0,1,0,0,.000,38,9.1,6,1,6,0,6,3,3,1.29,5.16,横浜,2015
47,高橋　尚成,8.64,6,0,1,0,0,.000,45,8.1,14,3,4,0,4,12,8,2.16,8.28,横浜,2015
16,加賀　繁,7.88,9,0,0,0,3,.000,37,8.0,11,2,3,0,6,7,7,1.75,6.00,横浜,2015
21,岡島　秀樹,8.59,10,0,2,0,2,.000,35,7.1,6,1,8,0,7,7,7,1.91,6.26,横浜,2015
62,萬谷　康平,1.50,4,1,0,0,0,1.000,26,6.0,6,0,2,0,4,2,1,1.33,2.79,横浜,2015
00,東野　峻,6.75,3,0,0,0,0,.000,20,4.0,4,0,4,0,0,3,3,2.00,6.12,横浜,2015
42,ビロウ,33.75,1,0,1,0,0,.000,11,1.1,2,0,5,0,0,5,5,5.25,14.37,横浜,2015
13,柿田　裕太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
30,飯塚　悟史,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
45,土屋　健二,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
48,山下　峻,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
58,大田　阿斗里,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
67,加賀美　希昇,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2015
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,横浜,2015
19,菅野　智之,1.91,25,10,11,0,0,.476,710,179.0,148,10,41,7,126,46,38,1.06,3.18,巨人,2015
54,高木　勇人,3.19,26,9,10,0,0,.474,678,163.2,143,16,47,8,131,66,58,1.16,3.78,巨人,2015
49,ポレダ,2.94,24,8,8,0,0,.500,619,147.0,133,6,46,8,101,57,48,1.22,3.34,巨人,2015
39,マイコラス,1.92,21,13,3,0,0,.813,557,145.0,107,8,23,1,107,34,31,0.90,2.86,巨人,2015
18,杉内　俊哉,3.95,17,6,6,0,0,.500,401,95.2,88,9,35,3,93,42,42,1.29,3.59,巨人,2015
15,澤村　拓一,1.32,60,7,3,36,3,.700,282,68.1,58,4,21,3,60,12,10,1.16,3.18,巨人,2015
90,田口　麗斗,2.71,13,3,5,0,0,.375,274,66.1,54,5,26,3,64,26,20,1.21,3.44,巨人,2015
20,マシソン,2.62,63,3,8,2,28,.273,244,58.1,47,5,21,2,55,22,17,1.17,3.53,巨人,2015
17,大竹　寛,3.21,11,3,4,0,0,.429,227,56.0,56,5,11,0,35,21,20,1.20,3.62,巨人,2015
47,山口　鉄也,2.73,60,4,5,2,29,.444,216,52.2,48,5,15,2,31,18,16,1.20,4.15,巨人,2015
30,宮國　椋丞,2.94,39,3,1,1,5,.750,194,49.0,38,4,15,0,28,17,16,1.08,3.90,巨人,2015
28,高木　京介,2.20,33,1,0,0,1,1.000,167,41.0,31,4,13,0,43,10,10,1.07,3.24,巨人,2015
50,戸根　千明,2.88,46,1,1,1,5,.500,168,40.2,26,3,18,0,39,13,13,1.08,3.49,巨人,2015
26,内海　哲也,5.01,5,2,1,0,0,.667,104,23.1,30,4,6,0,10,15,13,1.54,5.26,巨人,2015
63,笠原　将生,6.16,20,0,0,0,1,.000,90,19.0,25,4,11,0,18,13,13,1.89,5.70,巨人,2015
37,田原　誠次,1.00,18,1,0,0,4,1.000,75,18.0,11,1,9,2,18,2,2,1.11,3.68,巨人,2015
59,小山　雄輝,4.02,7,0,1,1,2,.000,68,15.2,18,2,7,0,10,7,7,1.60,4.84,巨人,2015
13,香月　良太,3.77,14,0,0,0,0,.000,58,14.1,14,2,2,0,5,9,6,1.12,4.65,巨人,2015
67,土田　瑞起,6.39,11,1,0,0,0,1.000,57,12.2,14,1,6,0,13,9,9,1.58,3.51,巨人,2015
94,メンドーサ,3.00,2,0,0,0,1,.000,13,3.0,3,0,1,0,3,1,1,1.33,1.12,巨人,2015
48,矢貫　俊之,13.50,3,0,0,0,0,.000,8,1.1,3,0,1,0,2,2,2,3.00,2.37,巨人,2015
35,西村　健太朗,9.00,1,0,0,0,0,.000,4,1.0,1,1,0,0,0,1,1,1.00,16.12,巨人,2015
11,久保　裕也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
29,福田　聡志,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
41,松本　竜也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
43,青木　高広,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
45,今村　信貴,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
46,野間口　貴彦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
57,公文　克彦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
62,江柄子　裕樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
66,須永　英輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
69,田中　大輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
92,平良　拳太郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
99,阿南　徹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2015
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,巨人,2015
22,大野　雄大,2.52,28,11,10,0,1,.524,826,207.1,169,12,47,3,154,67,58,1.04,3.10,中日,2015
29,山井　大介,3.92,33,4,12,2,5,.250,589,140.0,132,13,50,2,79,69,61,1.30,4.27,中日,2015
61,若松　駿太,2.12,23,10,4,0,0,.714,575,140.0,111,10,50,2,113,35,33,1.15,3.53,中日,2015
44,バルデス,3.18,22,5,8,0,0,.385,560,133.0,130,6,36,2,93,56,47,1.25,3.17,中日,2015
12,田島　慎二,2.28,64,4,6,9,16,.400,316,75.0,68,4,25,6,62,25,19,1.24,3.32,中日,2015
16,又吉　克樹,3.36,63,6,6,0,30,.500,301,72.1,64,5,23,4,82,27,27,1.20,2.87,中日,2015
58,八木　智哉,3.92,14,4,6,0,0,.400,257,59.2,63,10,22,2,45,30,26,1.42,5.00,中日,2015
21,岡田　俊哉,1.57,50,0,1,0,12,.000,225,57.1,38,1,15,2,55,10,10,0.92,2.32,中日,2015
54,ネイラー,3.81,10,4,3,0,0,.571,220,52.0,48,5,19,4,41,22,22,1.29,4.12,中日,2015
19,吉見　一起,0.94,8,3,0,0,0,1.000,186,48.0,34,0,12,1,39,5,5,0.96,2.31,中日,2015
64,小熊　凌祐,4.07,13,1,1,0,1,.500,183,42.0,39,6,17,2,24,21,19,1.33,5.19,中日,2015
24,福谷　浩司,4.05,42,3,4,19,4,.429,176,40.0,38,3,20,3,25,19,18,1.45,4.57,中日,2015
33,祖父江　大輔,2.70,33,0,2,1,2,.000,144,33.1,32,1,7,2,28,10,10,1.17,2.64,中日,2015
41,浅尾　拓也,3.19,36,1,1,3,16,.500,142,31.0,31,3,17,1,34,11,11,1.55,3.73,中日,2015
25,武藤　祐太,3.95,8,2,3,0,0,.400,120,27.1,31,2,12,0,10,14,12,1.57,4.66,中日,2015
67,高橋　聡文,3.51,35,3,3,0,6,.500,109,25.2,27,1,2,1,26,13,10,1.13,1.95,中日,2015
17,雄太,3.78,3,0,2,0,0,.000,69,16.2,16,1,4,0,8,7,7,1.20,3.66,中日,2015
28,岩田　慎司,4.50,3,0,2,0,0,.000,71,16.0,17,1,8,1,7,8,8,1.56,4.56,中日,2015
43,濱田　達郎,7.47,4,0,3,0,0,.000,72,15.2,10,3,16,0,9,13,13,1.66,7.52,中日,2015
50,金子　丈,3.95,10,0,0,0,0,.000,58,13.2,17,0,1,1,12,6,6,1.32,1.80,中日,2015
32,西川　健太郎,3.68,6,1,0,0,0,1.000,33,7.1,7,0,6,0,6,3,3,1.77,3.94,中日,2015
65,伊藤　準規,5.68,2,0,0,0,0,.000,33,6.1,9,0,3,1,3,6,4,1.89,4.07,中日,2015
14,朝倉　健太,14.54,4,0,0,0,0,.000,23,4.1,8,1,2,0,1,7,7,2.31,7.04,中日,2015
51,山本　雅士,10.38,3,0,0,0,0,.000,22,4.1,7,1,2,0,2,5,5,2.08,6.58,中日,2015
18,鈴木　翔太,6.75,2,0,0,0,0,.000,20,4.0,6,0,3,0,2,3,3,2.25,4.37,中日,2015
20,野村　亮介,10.13,3,0,0,0,0,.000,19,2.2,8,0,3,0,1,6,3,4.13,5.75,中日,2015
57,小川　龍也,9.00,2,0,0,0,0,.000,10,2.0,3,0,1,1,1,2,2,2.00,5.12,中日,2015
34,山本昌,6.75,2,0,0,0,0,.000,7,1.1,1,0,2,0,2,1,1,2.25,4.62,中日,2015
47,浜田　智博,40.50,1,0,0,0,0,.000,7,0.2,5,2,0,0,2,3,3,7.50,36.12,中日,2015
11,川上　憲伸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
13,岩瀬　仁紀,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
30,阿知羅　拓馬,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
42,リーバス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
49,ペレス,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
59,山内　壮馬,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,中日,2015
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,中日,2015
29,小川　泰弘,3.11,27,11,8,0,0,.579,700,168.0,152,18,48,4,128,66,58,1.19,3.92,ヤクルト,2015
19,石川　雅規,3.31,25,13,9,0,0,.591,598,146.2,150,16,28,3,90,59,54,1.21,3.92,ヤクルト,2015
12,石山　泰稚,3.64,21,5,5,0,0,.500,479,111.1,118,7,38,2,78,50,45,1.40,3.59,ヤクルト,2015
66,新垣　渚,4.64,15,3,10,0,0,.231,367,83.1,89,13,36,2,70,48,43,1.50,4.80,ヤクルト,2015
17,成瀬　善久,4.76,14,3,8,0,0,.273,339,79.1,83,16,21,1,46,46,42,1.31,5.41,ヤクルト,2015
53,ロマン,2.40,61,5,5,0,23,.500,330,78.2,66,2,35,3,58,25,21,1.28,3.35,ヤクルト,2015
14,秋吉　亮,2.36,74,6,1,0,22,.857,305,76.1,51,6,28,6,81,24,20,1.03,3.24,ヤクルト,2015
58,オンドルセク,2.05,72,5,2,0,33,.714,276,70.1,52,2,22,1,62,17,16,1.05,2.71,ヤクルト,2015
40,古野　正人,4.78,27,4,3,0,1,.571,307,69.2,91,6,18,5,39,38,37,1.56,4.11,ヤクルト,2015
34,バーネット,1.29,59,3,1,41,6,.750,246,62.2,37,1,19,3,56,10,9,0.89,2.59,ヤクルト,2015
25,館山　昌平,2.89,11,6,3,0,0,.667,260,62.1,44,4,36,4,36,22,20,1.28,4.68,ヤクルト,2015
62,徳山　武陽,3.58,39,2,1,0,3,.667,217,50.1,48,4,22,0,50,25,20,1.39,3.42,ヤクルト,2015
68,山中　浩史,3.24,9,6,2,0,0,.750,210,50.0,54,5,7,5,20,21,18,1.22,4.34,ヤクルト,2015
18,杉浦　稔大,2.92,7,1,3,0,0,.250,164,37.0,35,2,21,0,25,12,12,1.51,4.09,ヤクルト,2015
21,松岡　健一,3.44,38,2,0,1,4,1.000,152,36.2,31,1,15,4,31,14,14,1.25,3.34,ヤクルト,2015
54,中澤　雅人,3.03,35,1,2,0,3,.333,136,29.2,32,2,15,1,21,12,10,1.58,4.10,ヤクルト,2015
26,久古　健太郎,2.55,38,0,0,0,8,.000,102,24.2,23,1,9,1,23,7,7,1.30,3.00,ヤクルト,2015
20,山本　哲哉,3.12,17,0,0,0,2,.000,72,17.1,20,1,2,1,11,6,6,1.27,3.12,ヤクルト,2015
70,八木　亮祐,6.30,2,0,2,0,0,.000,47,10.0,14,2,3,0,5,7,7,1.70,5.32,ヤクルト,2015
16,木谷　良平,9.00,2,0,0,0,0,.000,15,3.0,6,2,0,0,2,3,3,2.00,10.45,ヤクルト,2015
38,寺田　哲也,0.00,1,0,0,0,0,.000,16,3.0,2,0,4,1,3,0,0,2.00,6.12,ヤクルト,2015
44,岩橋　慶侍,18.00,1,0,0,0,0,.000,6,1.0,2,1,1,0,0,2,2,3.00,19.12,ヤクルト,2015
91,金伏　ウーゴ,36.00,1,0,0,0,0,.000,9,1.0,4,0,1,0,0,4,4,5.00,6.12,ヤクルト,2015
32,風張　蓮,0.00,1,0,0,0,0,.000,2,0.1,0,0,0,1,0,0,0,0.00,12.12,ヤクルト,2015
11,由規,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
15,村中　恭兵,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
22,竹下　真吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
35,田川　賢吾,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
39,中元　勇作,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ヤクルト,2015
