背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,team,year
63,上沢　直之,3.19,23,8,8,0,1,.500,559,135.1,113,14,45,7,105,49,48,1.17,4.07,日ハム,2014
17,浦野　博司,3.68,20,7,4,0,0,.636,473,115.0,104,13,36,3,78,51,47,1.22,4.22,日ハム,2014
36,中村　勝,3.79,18,8,2,0,0,.800,420,97.1,89,12,48,5,43,43,41,1.41,5.47,日ハム,2014
34,吉川　光夫,4.88,13,3,4,0,0,.429,329,72.0,79,7,36,2,49,45,39,1.60,4.61,日ハム,2014
48,谷元　圭介,1.59,52,5,1,1,12,.833,260,68.0,41,4,19,2,63,14,12,0.88,2.96,日ハム,2014
38,武田　勝,5.98,25,3,4,0,2,.429,278,61.2,72,12,20,2,33,43,41,1.49,5.60,日ハム,2014
20,クロッタ,2.62,61,4,5,6,30,.444,241,58.1,49,4,16,5,36,23,17,1.11,3.55,日ハム,2014
19,増井　浩俊,2.48,56,5,6,23,10,.455,243,58.0,47,5,24,1,59,16,16,1.22,3.29,日ハム,2014
25,宮西　尚生,2.16,62,1,5,0,41,.167,218,50.0,47,2,23,4,46,14,12,1.40,3.18,日ハム,2014
70,アンソニー・カーター,3.97,48,0,5,1,20,.000,195,45.1,42,2,24,0,33,20,20,1.46,3.69,日ハム,2014
30,鍵谷　陽平,2.20,21,1,0,0,2,1.000,119,28.2,25,4,10,2,27,9,7,1.22,4.31,日ハム,2014
33,矢貫　俊之,5.00,15,2,2,0,1,.500,118,27.0,27,1,10,2,18,15,15,1.37,3.60,日ハム,2014
18,斎藤　佑樹,4.85,6,2,1,0,0,.667,118,26.0,28,4,16,1,20,15,14,1.69,5.54,日ハム,2014
29,木佐貫　洋,3.12,5,1,3,0,0,.250,115,26.0,29,1,7,0,21,12,9,1.38,2.81,日ハム,2014
14,大塚　豊,4.95,14,1,0,0,2,1.000,91,20.0,18,3,14,1,9,11,11,1.60,6.42,日ハム,2014
59,河野　秀数,4.24,23,1,0,0,1,1.000,81,17.0,18,2,13,2,14,8,8,1.82,5.65,日ハム,2014
22,藤岡　好明,5.25,9,1,0,0,2,1.000,57,12.0,18,0,4,0,8,8,7,1.83,2.54,日ハム,2014
43,白村　明弘,3.27,10,1,0,1,0,1.000,49,11.0,9,1,6,1,10,4,4,1.36,4.39,日ハム,2014
13,石井　裕也,4.66,13,1,0,0,0,1.000,49,9.2,14,1,8,0,6,7,5,2.28,5.71,日ハム,2014
21,武田　久,8.22,9,0,1,1,0,.000,48,7.2,16,0,5,0,7,10,7,2.74,3.25,日ハム,2014
40,金平　将至,10.50,6,0,0,0,0,.000,34,6.0,13,1,2,1,5,7,7,2.50,5.12,日ハム,2014
65,多田野　数人,5.06,5,0,0,0,0,.000,25,5.1,9,0,0,0,1,3,3,1.69,2.75,日ハム,2014
47,森内　壽春,0.00,5,0,0,0,0,.000,20,4.1,3,0,3,1,2,0,0,1.38,4.97,日ハム,2014
58,齊藤　勝,6.75,4,0,0,0,0,.000,20,4.0,4,0,4,0,4,3,3,2.00,4.12,日ハム,2014
28,新垣　勇人,15.75,2,0,0,0,0,.000,23,4.0,7,2,2,1,3,10,7,2.25,10.37,日ハム,2014
16,乾　真大,18.00,1,0,0,0,0,.000,7,1.0,3,0,1,0,2,2,2,4.00,2.12,日ハム,2014
35,榎下　陽大,54.00,1,0,0,0,0,.000,3,0.1,1,0,1,0,0,2,2,6.00,12.12,日ハム,2014
32,根本　朋久,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2014
39,高梨　裕稔,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2014
45,増渕　竜義,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2014
55,運天　ジョン・クレイトン,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2014
57,屋宜　照悟,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2014
62,佐藤　祥万,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,日ハム,2014
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,日ハム,2014
16,涌井　秀章,4.21,26,8,12,0,0,.400,708,164.2,158,9,63,10,116,81,77,1.34,3.73,ロッテ,2014
12,石川　歩,3.43,25,10,8,0,0,.556,669,160.0,165,10,37,4,111,72,61,1.26,3.31,ロッテ,2014
17,成瀬　善久,4.67,23,9,11,0,0,.450,614,142.2,153,18,41,4,88,78,74,1.36,4.47,ロッテ,2014
18,藤岡　貴裕,4.48,27,6,10,0,1,.375,584,132.2,142,19,51,4,97,71,66,1.45,4.70,ロッテ,2014
19,唐川　侑己,4.66,23,4,9,0,1,.308,520,116.0,146,10,33,8,62,65,60,1.54,4.21,ロッテ,2014
27,古谷　拓哉,4.35,23,7,5,0,0,.583,461,101.1,110,8,44,6,68,53,49,1.52,4.23,ロッテ,2014
14,大谷　智久,1.94,49,2,2,0,23,.500,230,60.1,45,2,10,4,40,13,13,0.91,2.87,ロッテ,2014
29,西野　勇士,1.86,57,1,1,31,9,.500,219,58.0,33,4,15,0,63,12,12,0.83,2.57,ロッテ,2014
11,大嶺　祐太,3.46,13,3,4,0,0,.429,241,54.2,60,4,20,1,31,32,21,1.46,4.09,ロッテ,2014
52,益田　直也,4.94,52,7,3,1,23,.700,226,51.0,56,3,16,2,57,28,28,1.41,2.71,ロッテ,2014
15,上野　大樹,4.47,31,2,1,0,0,.667,185,44.1,44,12,12,1,24,23,22,1.26,6.44,ロッテ,2014
99,カルロス・ロサ,3.02,45,1,4,0,15,.200,177,41.2,35,5,17,1,27,17,14,1.25,4.54,ロッテ,2014
28,松永　昂大,3.27,46,4,3,0,12,.571,185,41.1,48,3,16,5,21,17,15,1.55,4.50,ロッテ,2014
34,木村　優太,5.35,19,0,1,0,0,.000,177,37.0,48,4,19,2,24,23,22,1.81,4.93,ロッテ,2014
33,南　昌輝,6.75,14,0,0,0,0,.000,103,22.2,18,3,15,1,23,18,17,1.46,4.93,ロッテ,2014
40,吉原　正平,9.64,6,1,1,0,0,.500,46,9.1,15,3,5,0,3,10,10,2.14,8.26,ロッテ,2014
20,服部　泰卓,8.31,9,0,0,0,1,.000,48,8.2,14,2,8,2,3,8,8,2.54,8.89,ロッテ,2014
21,内　竜也,5.06,5,0,0,0,1,.000,28,5.1,9,1,2,0,6,4,3,2.06,4.43,ロッテ,2014
30,伊藤　義弘,0.00,5,1,0,0,0,1.000,23,5.0,4,0,3,1,3,0,0,1.40,4.32,ロッテ,2014
13,中後　悠平,6.75,5,0,1,0,0,.000,19,4.0,3,0,5,0,1,4,3,2.00,6.37,ロッテ,2014
43,黒沢　翔太,6.75,1,0,0,0,0,.000,20,4.0,5,0,3,1,0,3,3,2.00,6.12,ロッテ,2014
42,香月　良仁,0.00,2,0,0,0,0,.000,11,3.0,1,0,0,0,3,0,0,0.33,1.12,ロッテ,2014
0,荻野　忠寛,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
36,川満　寛弥,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
41,小林　敦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
46,グライシンガー,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
51,植松　優友,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
54,藤谷　周平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
60,阿部　和成,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
64,二木　康太,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ロッテ,2014
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,ロッテ,2014
18,前田　健太,2.10,26,15,7,0,0,.682,690,175.2,129,13,40,2,158,46,41,0.96,2.98,広島,2013
42,バリントン,3.23,28,11,9,0,0,.550,710,172.2,154,17,41,14,117,67,62,1.13,3.97,広島,2013
17,大竹　寛,3.37,25,10,10,0,0,.500,675,163.0,152,13,49,4,100,64,61,1.23,3.89,広島,2013
19,野村　祐輔,3.74,23,12,6,0,0,.667,620,149.1,142,13,37,7,103,70,62,1.20,3.74,広島,2013
65,久本　祐一,3.00,43,3,4,1,2,.429,365,84.0,80,2,39,2,60,31,28,1.42,3.47,広島,2013
16,今村　猛,3.31,57,2,5,3,18,.286,283,65.1,70,2,28,2,56,26,24,1.50,3.09,広島,2013
62,今井　啓介,3.23,33,2,2,0,2,.500,267,61.1,58,6,26,5,50,27,22,1.37,4.28,広島,2013
56,中崎　翔太,5.82,17,2,7,0,1,.222,273,60.1,67,7,31,1,40,41,39,1.62,4.84,広島,2013
57,ミコライオ,2.04,57,2,4,27,6,.333,242,57.1,48,3,22,0,39,24,13,1.22,3.43,広島,2013
22,中村　恭平,3.96,12,1,5,0,0,.167,230,52.1,43,6,37,1,31,24,23,1.53,5.60,広島,2013
23,横山　竜士,3.23,37,1,1,0,15,.500,166,39.0,36,5,16,1,24,14,14,1.33,4.48,広島,2013
20,永川　勝浩,2.04,29,3,1,0,13,.750,138,35.1,29,3,5,2,28,8,8,0.96,3.15,広島,2013
47,小野　淳平,4.60,19,1,1,0,1,.500,140,31.1,28,5,18,3,13,18,16,1.47,6.38,広島,2013
34,中田　廉,2.92,15,0,0,0,3,.000,109,24.2,25,2,9,2,21,8,8,1.38,3.69,広島,2013
11,福井　優也,8.69,12,0,2,0,0,.000,98,19.2,29,1,11,1,14,23,19,2.03,4.19,広島,2013
24,河内　貴哉,4.15,34,1,1,0,7,.500,75,17.1,11,2,10,3,15,9,8,1.21,5.14,広島,2013
12,上野　弘文,7.02,14,2,0,0,1,1.000,79,16.2,25,3,6,3,10,13,13,1.86,5.88,広島,2013
54,武内　久士,3.94,5,0,1,0,0,.000,68,16.0,9,3,11,0,8,8,7,1.25,6.62,広島,2013
36,菊地原　毅,4.50,14,1,1,0,1,.500,54,12.0,17,3,2,1,8,6,6,1.58,5.79,広島,2013
58,ソコロビッチ,0.79,11,0,2,0,2,.000,42,11.1,6,0,4,0,6,3,1,0.88,3.12,広島,2013
39,梅津　智弘,5.23,8,0,0,0,0,.000,42,10.1,9,0,4,1,6,6,6,1.26,3.41,広島,2013
14,篠田　純平,10.80,1,0,1,0,0,.000,28,5.0,10,2,3,0,0,7,6,2.60,10.12,広島,2013
53,戸田　隆矢,12.46,3,0,1,0,0,.000,28,4.1,9,1,6,1,4,6,6,3.46,9.12,広島,2013
28,岩見　優輝,0.00,3,0,0,0,0,.000,12,3.1,0,0,4,0,4,0,0,1.20,4.32,広島,2013
29,江草　仁貴,9.00,3,0,1,0,0,.000,17,3.0,6,2,1,0,1,5,3,2.33,12.12,広島,2013
21,齊藤　悠葵,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
30,金丸　将也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
46,大島　崇行,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
47,青木　高広,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
48,岸本　秀樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
67,伊東　昂大,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
69,弦本　悠希,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,広島,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,広島,2013
54,メッセンジャー,2.89,30,12,8,0,0,.600,811,196.1,174,13,56,4,183,68,63,1.17,3.03,阪神,2013
14,能見　篤史,2.69,25,11,7,0,0,.611,724,180.2,155,18,41,0,127,57,54,1.08,3.67,阪神,2013
55,スタンリッジ,2.74,26,8,12,0,0,.400,677,160.2,161,12,47,4,124,62,49,1.29,3.46,阪神,2013
19,藤浪　晋太郎,2.75,24,10,6,0,0,.625,563,137.2,119,10,44,2,126,48,42,1.18,3.24,阪神,2013
13,榎田　大樹,3.61,16,4,9,0,0,.308,389,92.1,70,11,38,8,78,39,37,1.17,4.47,阪神,2013
34,久保　康友,2.85,44,3,4,6,11,.429,224,53.2,48,4,17,2,46,19,17,1.21,3.21,阪神,2013
16,安藤　優也,2.28,58,4,2,1,23,.667,219,51.1,53,1,18,3,32,14,13,1.38,3.06,阪神,2013
63,加藤　康介,1.97,61,1,2,1,16,.333,199,50.1,36,3,13,1,54,12,11,0.97,2.46,阪神,2013
20,筒井　和也,2.58,39,4,1,1,3,.800,179,45.1,34,4,11,1,39,13,13,0.99,3.34,阪神,2013
28,福原　忍,1.20,50,4,0,14,14,1.000,184,45.0,40,2,11,2,38,9,6,1.13,2.81,阪神,2013
27,秋山　拓巳,3.83,8,0,3,0,0,.000,189,44.2,46,6,12,0,36,21,19,1.30,4.06,阪神,2013
21,岩田　稔,4.95,9,2,5,0,0,.286,189,43.2,43,3,16,1,25,26,24,1.35,4.04,阪神,2013
46,鶴　直人,4.93,20,3,1,0,1,.750,144,34.2,38,4,7,1,17,19,19,1.30,4.33,阪神,2013
56,松田　遼馬,4.25,27,1,2,0,5,.333,125,29.2,34,6,6,0,29,14,14,1.35,4.30,阪神,2013
44,ボイヤー,2.67,22,3,1,0,0,.750,104,27.0,20,3,4,0,21,8,8,0.89,3.45,阪神,2013
30,久保田　智之,5.57,17,0,2,0,1,.000,94,21.0,17,2,13,1,14,15,13,1.43,4.88,阪神,2013
12,渡辺　亮,3.77,15,1,0,0,2,1.000,64,14.1,11,2,10,1,8,6,6,1.47,6.12,阪神,2013
15,藤原　正典,1.32,10,0,0,0,0,.000,58,13.2,10,0,8,0,10,4,2,1.32,3.41,阪神,2013
97,玉置　隆,2.19,7,0,0,0,1,.000,47,12.1,6,2,6,0,10,3,3,0.97,4.82,阪神,2013
29,小嶋　達也,7.50,3,1,1,0,0,.500,55,12.0,15,3,6,0,8,10,10,1.75,6.54,阪神,2013
26,歳内　宏明,5.63,5,0,0,0,0,.000,32,8.0,4,3,2,1,1,5,5,0.75,8.87,阪神,2013
64,白仁田　寛和,3.38,2,1,0,0,0,1.000,34,8.0,10,0,2,0,3,3,3,1.50,3.12,阪神,2013
47,清原　大貴,4.50,3,0,0,0,0,.000,21,4.0,7,0,2,0,3,2,2,2.25,3.12,阪神,2013
59,岩本　輝,4.50,1,0,0,0,0,.000,17,4.0,4,0,3,0,2,2,2,1.75,4.37,阪神,2013
62,川崎　雄介,9.00,1,0,0,0,0,.000,13,2.0,3,0,3,1,2,2,2,3.00,7.12,阪神,2013
95,ザラテ,5.40,2,0,0,0,0,.000,9,1.2,2,0,2,0,1,1,1,2.40,5.52,阪神,2013
43,西村　憲,27.00,3,0,1,0,0,.000,7,1.0,2,0,2,0,0,3,3,4.00,9.12,阪神,2013
40,高宮　和也,27.00,1,0,0,0,0,.000,6,1.0,3,2,0,0,1,3,3,3.00,27.12,阪神,2013
17,伊藤　和雄,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2013
18,二神　一人,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2013
41,田面　巧二郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2013
48,金田　和之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,阪神,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,阪神,2013
18,三浦　大輔,3.94,27,9,13,0,0,.409,731,175.2,181,26,33,1,109,88,77,1.22,4.38,横浜,2013
17,三嶋　一輝,3.94,34,6,9,0,1,.400,642,146.1,138,20,79,0,145,67,64,1.48,4.53,横浜,2013
00,藤井　秀悟,3.54,21,6,5,0,0,.545,510,117.0,114,14,58,4,61,51,46,1.47,5.17,横浜,2013
15,井納　翔一,5.34,18,5,7,0,2,.417,401,89.1,101,7,35,2,66,56,53,1.52,3.90,横浜,2013
22,高崎　健太郎,5.83,20,2,5,0,4,.286,298,66.1,76,10,31,0,54,44,43,1.61,4.85,横浜,2013
20,須田　幸太,4.83,14,6,3,0,0,.667,285,63.1,64,6,36,3,35,34,34,1.58,5.09,横浜,2013
53,ソーサ,1.79,55,3,4,19,11,.429,249,60.1,51,2,21,0,54,20,12,1.19,2.81,横浜,2013
12,小林　寛,2.76,24,2,1,0,0,.667,256,58.2,60,1,29,3,38,19,18,1.52,3.68,横浜,2013
41,大原　慎司,3.00,58,2,0,2,17,1.000,188,48.0,32,6,17,1,38,18,16,1.02,4.22,横浜,2013
11,山口　俊,5.40,44,5,2,7,6,.714,202,46.2,46,6,16,2,48,28,28,1.33,3.83,横浜,2013
58,大田　阿斗里,3.72,38,2,4,0,5,.333,169,38.2,33,3,15,4,32,19,16,1.24,3.87,横浜,2013
16,加賀　繁,3.97,48,1,4,0,9,.200,153,34.0,40,4,10,4,33,16,15,1.47,3.50,横浜,2013
56,コーコラン,5.61,7,1,3,0,0,.250,155,33.2,43,7,18,3,14,22,21,1.81,6.86,横浜,2013
21,加賀美　希昇,6.03,8,1,4,0,0,.200,146,31.1,35,3,20,0,23,22,21,1.76,4.81,横浜,2013
61,ソト,9.68,8,1,3,0,1,.250,161,30.2,52,3,22,3,22,34,33,2.41,5.30,横浜,2013
19,藤江　均,1.27,25,3,1,0,7,.750,109,28.1,20,0,5,1,21,5,4,0.88,2.27,横浜,2013
54,小杉　陽太,4.76,6,1,2,0,0,.333,126,28.1,30,3,17,1,20,15,15,1.66,4.99,横浜,2013
13,吉川　輝昭,7.43,21,2,2,0,2,.500,132,26.2,39,7,15,0,13,23,22,2.03,7.13,横浜,2013
64,長田　秀一郎,3.86,24,2,0,0,5,1.000,106,25.2,19,5,11,0,23,11,11,1.17,5.15,横浜,2013
62,鄭　凱文,7.29,6,0,2,0,0,.000,98,21.0,27,4,11,1,11,17,17,1.81,6.26,横浜,2013
30,菊地　和正,4.95,24,0,1,0,4,.000,95,20.0,28,2,7,2,12,13,11,1.75,4.57,横浜,2013
65,国吉　佑樹,7.45,3,2,1,0,0,.667,93,19.1,27,2,6,5,10,16,16,1.71,5.14,横浜,2013
14,小林　太志,8.78,11,0,1,0,0,.000,67,13.1,18,2,9,1,9,13,13,2.03,5.97,横浜,2013
46,田中　健二朗,4.85,9,0,0,0,0,.000,59,13.0,16,4,6,0,11,7,7,1.69,6.81,横浜,2013
24,林　昌範,3.00,14,0,0,0,2,.000,48,12.0,9,1,4,2,8,4,4,1.08,4.12,横浜,2013
38,神内　靖,8.10,5,0,1,0,1,.000,49,10.0,10,2,9,1,8,9,9,1.90,7.12,横浜,2013
45,土屋　健二,6.52,7,2,1,0,0,.667,47,9.2,15,3,3,1,7,8,7,1.86,6.95,横浜,2013
60,佐藤　祥万,1.23,8,0,0,0,0,.000,32,7.1,8,0,5,0,3,1,1,1.77,4.35,横浜,2013
49,福田　岳洋,9.00,2,0,0,0,0,.000,15,3.0,6,0,0,0,3,3,3,2.00,1.12,横浜,2013
43,安部　建輝,9.00,1,0,0,0,0,.000,6,1.0,1,0,2,0,0,1,1,3.00,9.12,横浜,2013
28,北方　悠誠,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
34,篠原　貴行,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
35,牛田　成樹,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
47,眞下　貴之,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
48,安斉　雄虎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
66,王　溢正,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
67,伊藤　拓郎,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,横浜,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,横浜,2013
19,菅野　智之,3.12,27,13,6,0,0,.684,729,176.0,166,10,37,5,155,70,61,1.15,2.81,巨人,2013
26,内海　哲也,3.31,25,13,6,0,0,.684,675,160.1,157,11,47,6,107,68,59,1.27,3.65,巨人,2013
15,澤村　拓一,3.13,34,5,10,0,6,.333,654,158.1,138,18,43,5,148,58,55,1.14,3.64,巨人,2013
18,杉内　俊哉,3.35,24,11,6,0,0,.647,619,153.0,122,19,49,7,149,60,57,1.12,3.87,巨人,2013
54,ホールトン,3.73,18,9,4,0,0,.692,426,103.2,85,14,32,5,67,45,43,1.13,4.62,巨人,2013
30,宮國　椋丞,4.93,17,6,7,0,0,.462,401,87.2,113,8,35,2,50,52,48,1.69,4.43,巨人,2013
35,西村　健太朗,1.13,71,4,3,42,10,.571,289,71.2,47,1,31,4,71,10,9,1.09,2.70,巨人,2013
47,山口　鉄也,1.22,64,4,3,6,38,.571,262,66.2,47,1,17,2,55,12,9,0.96,2.43,巨人,2013
20,マシソン,1.03,63,2,2,0,40,.500,235,61.0,36,2,18,2,77,8,7,0.89,2.01,巨人,2013
28,高木　京介,4.34,46,3,0,0,6,1.000,209,47.2,37,8,27,3,40,27,23,1.34,5.51,巨人,2013
63,笠原　将生,3.33,30,4,1,0,1,.800,203,46.0,43,8,25,2,51,18,17,1.48,4.86,巨人,2013
59,小山　雄輝,3.86,10,0,2,0,1,.000,150,35.0,34,4,15,1,31,17,15,1.40,4.21,巨人,2013
43,青木　高広,2.87,34,5,1,0,0,.833,120,31.1,19,1,7,2,19,10,10,0.83,3.09,巨人,2013
17,香月　良太,6.16,19,0,0,0,3,.000,82,19.0,24,3,5,0,8,13,13,1.53,5.12,巨人,2013
29,福田　聡志,5.00,17,1,1,0,0,.500,89,18.0,25,3,10,1,14,12,10,1.94,5.40,巨人,2013
65,今村　信貴,2.12,3,1,1,0,0,.500,69,17.0,18,2,4,0,14,4,4,1.29,3.71,巨人,2013
49,アコスタ,5.54,14,1,0,0,2,1.000,57,13.0,15,4,4,0,12,8,8,1.46,6.20,巨人,2013
46,一岡　竜司,5.23,9,0,0,0,0,.000,44,10.1,11,0,3,0,8,6,6,1.35,2.44,巨人,2013
37,田原　誠次,6.00,7,0,0,0,0,.000,39,9.0,9,0,4,1,8,6,6,1.44,3.01,巨人,2013
99,阿南　徹,2.57,2,1,0,0,0,1.000,27,7.0,6,0,1,0,3,2,2,1.00,2.69,巨人,2013
62,江柄子　裕樹,4.50,4,1,0,0,0,1.000,19,4.0,7,0,0,0,2,2,2,1.75,2.12,巨人,2013
57,公文　克彦,0.00,3,0,0,0,0,.000,13,3.0,4,0,1,0,4,0,0,1.67,1.45,巨人,2013
13,高木　康成,0.00,1,0,0,0,1,.000,7,2.0,2,0,0,0,1,0,0,1.00,2.12,巨人,2013
11,久保　裕也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
22,越智　大祐,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
41,松本　竜也,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
43,小野　淳平,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
45,野間口　貴彦,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
66,須永　英輝,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
68,田中　太一,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
90,岸　敬祐,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
96,林　イー豪,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
98,辻内　崇伸,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,巨人,2013
背番号,選手名,防御率,試合,勝利,敗北,セlブ,ホlルド,勝率,打者,投球回,被安打,被本塁打,与四球,与死球,奪三振,失点,自責点,WHIP,DIPS,巨人,2013
22,大野　雄大,3.81,25,10,10,0,0,.500,624,146.1,151,12,43,5,117,65,62,1.33,3.55,中日,2013
70,カブレラ,3.09,20,6,5,0,0,.545,492,116.2,109,6,36,6,98,48,40,1.24,3.16,中日,2013
20,中田　賢一,3.40,40,4,6,0,15,.400,428,98.0,85,5,45,8,83,41,37,1.33,3.59,中日,2013
29,山井　大介,4.15,23,5,6,0,1,.455,434,97.2,105,11,44,4,63,48,45,1.53,4.65,中日,2013
21,岡田　俊哉,2.79,66,7,5,2,15,.583,362,87.0,67,6,37,2,67,27,27,1.20,3.82,中日,2013
34,山本昌,4.46,16,5,2,0,0,.714,314,70.2,80,6,28,1,39,37,35,1.53,4.27,中日,2013
25,武藤　祐太,3.73,58,2,2,0,10,.500,306,70.0,70,7,29,1,50,33,29,1.41,4.28,中日,2013
45,田島　慎二,4.76,50,5,10,0,12,.333,286,64.1,66,3,32,4,60,37,34,1.52,3.40,中日,2013
13,岩瀬　仁紀,1.86,55,2,3,36,8,.400,227,53.1,48,2,19,1,37,16,11,1.26,3.06,中日,2013
42,ブラッドリー,3.71,14,2,2,0,2,.500,233,53.1,61,4,16,2,22,24,22,1.44,4.17,中日,2013
26,山内　壮馬,5.54,9,2,4,0,0,.333,234,50.1,68,8,24,1,22,34,31,1.83,5.68,中日,2013
32,西川　健太郎,6.26,12,1,6,0,0,.143,207,46.0,50,8,19,0,27,35,32,1.50,5.45,中日,2013
65,マドリガル,3.23,31,2,0,0,13,1.000,168,39.0,34,6,18,1,28,16,14,1.33,5.07,中日,2013
19,吉見　一起,4.71,6,1,4,0,0,.200,157,36.1,40,5,10,0,29,19,19,1.38,3.89,中日,2013
41,浅尾　拓也,1.47,34,2,3,1,22,.400,131,30.2,26,2,14,1,19,6,5,1.30,4.10,中日,2013
11,川上　憲伸,3.21,5,1,1,0,0,.500,119,28.0,26,3,13,0,12,11,10,1.39,4.94,中日,2013
64,小熊　凌祐,2.30,28,1,0,0,3,1.000,103,27.1,21,2,2,2,19,7,7,0.84,3.12,中日,2013
67,高橋　聡文,3.51,29,2,2,0,5,.500,112,25.2,24,2,11,1,29,13,10,1.36,3.16,中日,2013
28,岩田　慎司,5.61,5,1,2,0,0,.333,113,25.2,33,2,3,2,14,17,16,1.40,3.63,中日,2013
39,三瀬　幸司,1.77,20,1,0,0,4,1.000,78,20.1,15,2,5,0,14,4,4,0.98,3.76,中日,2013
35,辻　孟彦,4.58,13,0,0,0,0,.000,83,19.2,20,1,8,0,15,10,10,1.42,3.48,中日,2013
23,鈴木　義広,3.45,15,0,1,0,2,.000,68,15.2,15,0,8,0,7,6,6,1.47,3.57,中日,2013
69,小林　正人,4.11,33,0,0,0,6,.000,67,15.1,18,0,3,1,7,7,7,1.37,2.99,中日,2013
17,雄太,2.57,3,1,0,0,0,1.000,55,14.0,9,1,4,0,5,4,4,0.93,4.19,中日,2013
49,井上　公志,4.50,11,1,1,0,0,.500,57,12.0,17,1,5,2,11,6,6,1.83,3.87,中日,2013
